epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
50,0.9998675584793091,0.0030329686123877764,0.9742606282234192,0.14945152401924133
51,0.9998510479927063,0.003076696302741766,0.9742606282234192,0.15329499542713165
52,0.9999006986618042,0.0026833878364413977,0.9741908311843872,0.15346494317054749
53,0.9999503493309021,0.0023378580808639526,0.9742606282234192,0.1556822955608368
54,0.9999503493309021,0.002175311092287302,0.9740513563156128,0.1570739895105362
55,0.9999669194221497,0.0021174955181777477,0.9752371907234192,0.1560254991054535
56,1.0,0.0018207161920145154,0.9747489094734192,0.15482787787914276
57,1.0,0.0017255129059776664,0.9752371907234192,0.1555493026971817
58,0.9999834299087524,0.00174841342959553,0.9748186469078064,0.15856507420539856
59,0.9999337792396545,0.0016595413908362389,0.974609375,0.16244295239448547
60,0.9999669194221497,0.0015269548166543245,0.9748883843421936,0.1592184603214264
61,0.9999834299087524,0.0015757379587739706,0.9742606282234192,0.1617552936077118
62,0.9999669194221497,0.0014471986796706915,0.9749581217765808,0.15944336354732513
63,0.9999503493309021,0.0014395068865269423,0.9753069281578064,0.16324447095394135
64,0.9999834299087524,0.0013408929808065295,0.9744001030921936,0.16466157138347626
65,0.9999337792396545,0.0013387742219492793,0.9749581217765808,0.16465143859386444
66,0.9999503493309021,0.0011822159867733717,0.9740513563156128,0.16714854538440704
67,0.9999669194221497,0.001175824785605073,0.9744001030921936,0.1680498570203781
68,1.0,0.0010752201778814197,0.97412109375,0.1667214334011078
69,0.9999834299087524,0.0010744993342086673,0.97412109375,0.17015007138252258
70,0.9999834299087524,0.0009754295460879803,0.9748883843421936,0.1635507345199585
71,0.9999669194221497,0.0009623059304431081,0.97412109375,0.16907067596912384
72,0.9999834299087524,0.0008762361248955131,0.9744698405265808,0.17096568644046783
73,1.0,0.0008418979705311358,0.9745396375656128,0.1692858636379242
74,1.0,0.0008611411321908236,0.9745396375656128,0.1700747013092041
75,0.9999337792396545,0.0008523007272742689,0.9748186469078064,0.17166617512702942
76,1.0,0.0008423448307439685,0.9743303656578064,0.17307473719120026
77,0.999685525894165,0.0019211799371987581,0.9741908311843872,0.1796647161245346
78,0.9946206212043762,0.019539061933755875,0.9729352593421936,0.18425512313842773
79,0.9927006363868713,0.02478361688554287,0.9744698405265808,0.1669670194387436
80,0.9966233968734741,0.012440009042620659,0.97509765625,0.16878709197044373
81,0.9985268712043762,0.006860332563519478,0.9745396375656128,0.17290081083774567
82,0.9995862245559692,0.0031962511129677296,0.9745396375656128,0.179789736866951
83,0.9998510479927063,0.0020392141304910183,0.97412109375,0.1768943965435028
84,0.9999006986618042,0.0013776851119473577,0.974609375,0.17604222893714905
85,0.9999503493309021,0.0011136909015476704,0.9748883843421936,0.17299559712409973
86,0.9999669194221497,0.0010407856898382306,0.9748186469078064,0.17673221230506897
87,0.9999669194221497,0.0008451120811514556,0.9746791124343872,0.18065938353538513
88,1.0,0.0007204723660834134,0.9744698405265808,0.18034648895263672
89,1.0,0.0006338370149023831,0.9747489094734192,0.17856118083000183
90,0.9999834299087524,0.0006900114240124822,0.9744001030921936,0.18206454813480377
91,0.9999834299087524,0.0006031104130670428,0.9743303656578064,0.1787625253200531
92,1.0,0.0005392080638557673,0.9742606282234192,0.18292507529258728
93,1.0,0.000507368182297796,0.9748883843421936,0.179973766207695
94,0.9999834299087524,0.0005616529379040003,0.9748186469078064,0.18199923634529114
95,0.9999834299087524,0.0005579823045991361,0.9743303656578064,0.18527862429618835
96,0.9999834299087524,0.00048739847261458635,0.974609375,0.18546898663043976
97,1.0,0.00044230345520190895,0.9744698405265808,0.18465079367160797
98,0.9999834299087524,0.00044388981768861413,0.974609375,0.18622936308383942
99,0.9999172687530518,0.0008728706743568182,0.9748186469078064,0.1804165095090866
