epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.48609238862991333,1.6364262104034424,0.6376255750656128,1.1261290311813354
1,0.6037344932556152,1.1145172119140625,0.6798270344734192,0.8985652923583984
2,0.6753939986228943,0.9188357591629028,0.7542549967765808,0.6922844052314758
3,0.8101090788841248,0.6017724275588989,0.9109235405921936,0.332043319940567
4,0.9123787879943848,0.30606845021247864,0.9290596842765808,0.20928001403808594
5,0.935210108757019,0.2121494859457016,0.94873046875,0.1453348845243454
6,0.9527377486228943,0.15914148092269897,0.9704938530921936,0.09939270466566086
7,0.9676050543785095,0.11835191398859024,0.9840262532234192,0.07350420951843262
8,0.9768150448799133,0.09042677283287048,0.9870954155921936,0.0574801042675972
9,0.9816473722457886,0.07165077328681946,0.9884207844734192,0.04575204476714134
10,0.9850990176200867,0.06021655723452568,0.9896763563156128,0.03781947121024132
11,0.9870858192443848,0.05107329040765762,0.9903041124343872,0.033035654574632645
12,0.9885674715042114,0.044538430869579315,0.9912806749343872,0.029003070667386055
13,0.9890389442443848,0.04065084457397461,0.9903739094734192,0.02929275669157505
14,0.9898471236228943,0.03803820163011551,0.9912806749343872,0.026563769206404686
15,0.9903354048728943,0.03428684547543526,0.9919084906578064,0.02434595488011837
16,0.9909583926200867,0.032291583716869354,0.9921875,0.02362099289894104
17,0.9909920692443848,0.029813071712851524,0.9927455186843872,0.02099558338522911
18,0.9918002486228943,0.02739550545811653,0.9928850531578064,0.02071777544915676
19,0.9919180870056152,0.027312885969877243,0.9932337999343872,0.02068757452070713
20,0.9922885298728943,0.02616780251264572,0.9933035969734192,0.019582724198698997
21,0.9922716617584229,0.024461030960083008,0.9937220811843872,0.018865006044507027
22,0.9921875,0.024439778178930283,0.9937220811843872,0.018517600372433662
23,0.9925916194915771,0.023311827331781387,0.9937918782234192,0.018124312162399292
24,0.9921875,0.023034438490867615,0.9937918782234192,0.0184163898229599
25,0.9926925897598267,0.022413956001400948,0.994140625,0.017711343243718147
26,0.9927262663841248,0.021615393459796906,0.9937220811843872,0.017623377963900566
27,0.9926925897598267,0.021189525723457336,0.9935128092765808,0.01766718551516533
28,0.9929451942443848,0.020748095586895943,0.9937918782234192,0.016657007858157158
29,0.9931303858757019,0.020005982369184494,0.9937220811843872,0.01726457290351391
30,0.9931808710098267,0.019643720239400864,0.9937220811843872,0.016626929864287376
31,0.9931135773658752,0.019626034423708916,0.9944196343421936,0.015865573659539223
32,0.9930293560028076,0.019816476851701736,0.9940010905265808,0.016466226428747177
33,0.9935681819915771,0.018880601972341537,0.9930245280265808,0.017292378470301628
34,0.9931472539901733,0.019130785018205643,0.9932337999343872,0.017042743042111397
35,0.9934166073799133,0.01860516145825386,0.9928153157234192,0.016694243997335434
36,0.9930630326271057,0.018752383068203926,0.9928153157234192,0.016131948679685593
37,0.9940395951271057,0.017872758209705353,0.99267578125,0.016773944720625877
38,0.9935681819915771,0.0180371031165123,0.9935128092765808,0.016769537702202797
39,0.993803858757019,0.01727559231221676,0.9930943250656128,0.01692492514848709
40,0.993500828742981,0.01772885210812092,0.9937918782234192,0.01622530072927475
41,0.9934502840042114,0.017596222460269928,0.9932337999343872,0.015090510249137878
42,0.9938375353813171,0.017465516924858093,0.9931640625,0.0165144931524992
43,0.9936355352401733,0.017399268224835396,0.9927455186843872,0.0164450965821743
44,0.9936018586158752,0.01708390563726425,0.9925362467765808,0.016613613814115524
45,0.9938375353813171,0.017009390518069267,0.99267578125,0.017015308141708374
46,0.9939048886299133,0.016608867794275284,0.9922572374343872,0.01791568100452423
47,0.9937196969985962,0.0167275071144104,0.9922572374343872,0.018820306286215782
48,0.993770182132721,0.016653165221214294,0.9929547905921936,0.016977351158857346
49,0.9935681819915771,0.01654517464339733,0.9935826063156128,0.015805955976247787
